LEVEL1,LEVEL2,LEVEL3,TOOLTIP,SOURCE,SOURCE URL,2010,2011,2012,2013,2014,LEVEL
General Fund,Parks Rec & Cultural Arts/Parks Administration Division,Group Insurance Expense,,,,20155.0,17849.0,17849.0,17849.0,18592.0,3
General Fund,Parks Rec & Cultural Arts/Parks Administration Division,Employer - LGERS,,,,8670.81,11383.43,12214.34,12722.0,13431.0,3
General Fund,Parks Rec & Cultural Arts/Parks Administration Division,Intangible Assets- Depr,,,,0.0,0.0,0.0,9861.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Parks Administration Division,Vehicle Allowance,,,,8432.32,7786.47,8432.64,8400.0,8400.0,3
General Fund,Parks Rec & Cultural Arts/Parks Administration Division,All Other Expenses,,,,5564.27,3989.1099999999997,2691.74,7256.0,4156.0,3
General Fund,Parks Rec & Cultural Arts/Parks Administration Division,Compensation - Full Time Reg,,,,175811.15,179197.9,174246.64,182084.0,188912.0,3
General Fund,Parks Rec & Cultural Arts/Parks Administration Division,Training,,,,2593.38,5136.1,6482.67,12386.0,7000.0,3
General Fund,Parks Rec & Cultural Arts/Parks Administration Division,Rental/Lease - Computers,,,,0.0,73802.79,27498.74,10500.0,5000.0,3
General Fund,Parks Rec & Cultural Arts/Parks Administration Division,Contracted Services,,,,2160.5,0.0,18562.77,10728.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Parks Administration Division,Employer - 401(K),,,,8890.66,8927.48,8876.61,9247.0,9498.0,3
General Fund,Parks Rec & Cultural Arts/Parks Administration Division,Insurance & Bonds,,,,75100.0,75100.0,70982.0,75098.0,140142.0,3
General Fund,Parks Rec & Cultural Arts/Parks Administration Division,Supplies - Other,,,,2293.02,22437.4,11898.21,493.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Parks Administration Division Total,,,,,323663.53,419260.65999999986,372740.16000000003,370757.0,409664.0,2
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Compensation - Temp/Seasonal,,,,33704.73,44718.68,50566.36,54451.0,47000.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Compensation - Part Time,,,,21850.94,21893.31,21564.28,18113.0,19821.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Supplies - Other,,,,10501.43,2950.55,8543.8,500.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Supplies - Other,,,,12003.41,10048.49,8625.74,5863.0,2400.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Contracted Services,,,,21417.5,7446.0,13928.44,18400.0,18400.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,FICA Tax Expense,,,,8592.47,5509.85,376.35,536.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Supplies - Other,,,,239.93,6292.55,4970.56,7584.0,6000.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Group Insurance Expense,,,,13437.0,8925.0,8925.0,10883.0,9296.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Compensation - Temp/Seasonal,,,,47775.38,40883.86,39003.73,38697.0,40697.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Contracted Services,,,,36545.13,54698.32,28139.87,34745.0,21500.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Group Insurance Expense,,,,92339.0,116019.0,126019.0,116507.0,109228.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Compensation - Full Time Reg,,,,81756.67,82261.3,81777.04,84880.0,86967.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Supplies - Other,,,,113474.75,111221.67,132100.67,132257.0,102000.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Materials,,,,0.0,9683.67,4034.41,27700.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Materials,,,,985.46,23673.83,8402.72,7000.0,20000.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Group Insurance Expense,,,,13437.0,17849.0,17849.0,17849.0,18592.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,All Other Expenses,,,,76476.72,92934.50999999997,127190.37999999996,131274.0,130991.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Compensation - Full Time Reg,,,,438525.77,433730.91,393628.96,396424.0,419143.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Contracted Services,,,,11733.66,10221.49,24998.3,2337.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Contracted Services,,,,7881.14,11869.41,8664.52,13255.0,13000.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Training,,,,12775.12,10002.9,8902.96,9044.0,6944.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Dues & Subscriptions,,,,4726.28,12330.11,7948.89,6910.0,6910.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Purchases for Resale,,,,7600.74,6618.92,8329.51,10000.0,8000.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Purchases for Resale,,,,49555.52,49647.15,15926.69,671.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Water and Sewer,,,,0.0,0.0,35450.86,18000.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Employer - LGERS,,,,22629.75,29079.53,28967.57,29589.0,31388.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,FICA Tax Expense,,,,35929.24,36361.41,33964.28,34923.0,37559.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Employer - 401(K),,,,23152.69,22695.14,21052.45,22077.0,22198.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Compensation - Temp/Seasonal,,,,0.0,13595.51,40841.69,47798.0,39000.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Compensation - Temp/Seasonal,,,,0.0,17085.97,39623.77,50620.0,72000.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Licenses Taxes & Fees,,,,5768.48,10738.94,3678.18,1910.0,9000.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Electricity,,,,51654.31,49221.76,62942.31,35000.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Compensation - Full Time Reg,,,,34983.87,35284.76,34986.54,36608.0,37223.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Supplies - Other,,,,17856.85,22194.93,25727.28,26200.0,23200.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,FICA Tax Expense,,,,9292.37,9118.07,8857.31,9500.0,9766.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Compensation - Temp/Seasonal,,,,12730.23,12744.85,14615.39,13573.0,16073.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Supplies - Other,,,,0.0,10212.0,9799.73,10877.0,10000.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Supplies - Other,,,,0.0,10041.17,7260.93,14632.0,9220.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Bank Fees,,,,7636.7,7383.18,5830.71,5605.0,6000.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Compensation - Temp/Seasonal,,,,112319.99,72024.38,4919.64,7000.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Compensation - Temp/Seasonal,,,,0.0,4402.34,14561.27,22741.0,22000.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div,Contracted Services,,,,2252.27,6365.95,6414.0,6664.0,8664.0,3
General Fund,Parks Rec & Cultural Arts/Specialized Facilities Div Total,,,,,1453542.5,1559980.3700000003,1549911.09,1539197.0,1440180.0,2
General Fund,Transportation/Transportation Planning Div,Contracted Services,,,,0.0,19007.5,13002.72,53447.0,38700.0,3
General Fund,Transportation/Transportation Planning Div,All Other Expenses,,,,14780.25,15913.75,13798.52,15088.0,23628.0,3
General Fund,Transportation/Transportation Planning Div,FICA Tax Expense,,,,6759.39,6774.0,6703.75,6801.0,7573.0,3
General Fund,Transportation/Transportation Planning Div,Group Insurance Expense,,,,13437.0,17849.0,17849.0,16626.0,15106.0,3
General Fund,Transportation/Transportation Planning Div,Compensation - Full Time Reg,,,,49726.58,49726.45,49745.6,51491.0,52933.0,3
General Fund,Transportation/Transportation Planning Div,Compensation - Part Time,,,,43656.21,43421.81,43611.94,45216.0,46062.0,3
General Fund,Transportation/Transportation Planning Div,Materials,,,,0.0,0.0,0.0,31769.0,0.0,3
General Fund,Transportation/Transportation Planning Div Total,,,,,128359.43000000001,152692.51,144711.53,220438.0,184002.0,2
General Fund,Legal/Legal Division,All Other Expenses,,,,14856.900000000001,19289.38,15857.55,13935.0,25262.0,3
General Fund,Legal/Legal Division,Dues & Subscriptions,,,,24882.66,26013.87,29213.55,28510.0,32600.0,3
General Fund,Legal/Legal Division,Group Insurance Expense,,,,42873.0,53547.0,61547.0,51528.0,55776.0,3
General Fund,Legal/Legal Division,Employer - 401(K),,,,21559.22,20483.89,21408.51,22745.0,24802.0,3
General Fund,Legal/Legal Division,Compensation - Overtime,,,,9313.5,328.19,0.0,518.0,0.0,3
General Fund,Legal/Legal Division,Legal Services,,,,77396.77,47620.12,30904.89,42800.0,50000.0,3
General Fund,Legal/Legal Division,Compensation - Full Time Reg,,,,429431.66,403102.9,428163.38,476063.0,496032.0,3
General Fund,Legal/Legal Division,Compensation - Temp/Seasonal,,,,0.0,0.0,0.0,0.0,45760.0,3
General Fund,Legal/Legal Division,Employer - LGERS,,,,20971.98,26122.74,29457.58,31258.0,35069.0,3
General Fund,Legal/Legal Division,FICA Tax Expense,,,,30688.99,28957.82,30108.85,33393.0,41447.0,3
General Fund,Legal/Legal Division Total,,,,,671974.68,625465.91,646661.3100000002,700750.0,806748.0,2
General Fund,Public Works/Engineering Services Division,Materials,,,,47023.6,64178.07,66003.29,110588.0,50000.0,3
General Fund,Public Works/Engineering Services Division,Contracted Services,,,,0.0,0.0,1080.0,389701.0,200000.0,3
General Fund,Public Works/Engineering Services Division,Employer - 401(K),,,,16376.81,23075.07,19067.4,19503.0,30517.0,3
General Fund,Public Works/Engineering Services Division,Employer - LGERS,,,,16106.56,29414.5,26236.94,26409.0,43151.0,3
General Fund,Public Works/Engineering Services Division,Group Insurance Expense,,,,43551.0,148792.0,152792.0,152792.0,60424.0,3
General Fund,Public Works/Engineering Services Division,FICA Tax Expense,,,,25633.17,33943.02,27713.17,28858.0,46691.0,3
General Fund,Public Works/Engineering Services Division,Supplies - Other,,,,5754.68,3302.31,4773.69,4090.0,8000.0,3
General Fund,Public Works/Engineering Services Division,Licenses Taxes & Fees,,,,119.0,1038.68,1281.0,534.0,12055.0,3
General Fund,Public Works/Engineering Services Division,Compensation - Overtime,,,,2096.18,5830.66,3705.14,14685.0,13500.0,3
General Fund,Public Works/Engineering Services Division,Fleet Maintenance Charges,,,,124.52,38062.26,18764.42,7405.0,10000.0,3
General Fund,Public Works/Engineering Services Division,Compensation - Temp/Seasonal,,,,25079.05,4958.09,1457.5,2088.0,0.0,3
General Fund,Public Works/Engineering Services Division,Fleet Fuel Charges,,,,0.0,0.0,9028.45,10288.0,10000.0,3
General Fund,Public Works/Engineering Services Division,Compensation - Full Time Reg,,,,285512.16,454933.97,377171.27,374259.0,596344.0,3
General Fund,Public Works/Engineering Services Division,Fleet Maintenance Charges,,,,67799.02,118731.69,31362.26,15782.0,12224.0,3
General Fund,Public Works/Engineering Services Division,Contracted Services,,,,0.0,0.0,34113.23,1708.0,5000.0,3
General Fund,Public Works/Engineering Services Division,Fleet Fuel Charges,,,,0.0,0.0,21165.31,17890.0,6133.0,3
General Fund,Public Works/Engineering Services Division,Professional Services,,,,4000.0,8363.1,3636.75,0.0,5000.0,3
General Fund,Public Works/Engineering Services Division,Contra Salaries and Wages-PB,,,,0.0,0.0,0.0,-249830.0,0.0,3
General Fund,Public Works/Engineering Services Division,FICA Tax Expense,,,,23284.9,30781.48,27978.74,26663.0,20977.0,3
General Fund,Public Works/Engineering Services Division,Group Insurance Expense,,,,0.0,1090.0,0.0,35000.0,111552.0,3
General Fund,Public Works/Engineering Services Division,Training,,,,375.0,1084.66,9994.38,10786.0,1500.0,3
General Fund,Public Works/Engineering Services Division,Employer - 401(K),,,,16370.36,21478.42,19697.07,18476.0,13711.0,3
General Fund,Public Works/Engineering Services Division,Employer - LGERS,,,,15870.73,27376.89,27103.26,25109.0,19387.0,3
General Fund,Public Works/Engineering Services Division,Dues & Subscriptions,,,,302.0,5151.45,9997.9,888.0,600.0,3
General Fund,Public Works/Engineering Services Division,Compensation - Full Time Reg,,,,286857.0,404570.51,377349.49,356044.0,262711.0,3
General Fund,Public Works/Engineering Services Division,Compensation - Overtime,,,,40391.46,26171.49,16118.14,13647.0,10000.0,3
General Fund,Public Works/Engineering Services Division,All Other Expenses,,,,17788.489999999998,39414.57,29633.78,28428.0,40430.0,3
General Fund,Public Works/Engineering Services Division,Training,,,,1566.52,3097.0,1233.89,2965.0,10800.0,3
General Fund,Public Works/Engineering Services Division,Contra Salaries and Wages-PB,,,,0.0,0.0,0.0,-94722.0,0.0,3
General Fund,Public Works/Engineering Services Division,Contra Non-Labor - Powell Bill,,,,0.0,0.0,0.0,-143618.0,0.0,3
General Fund,Public Works/Engineering Services Division Total,,,,,941982.2100000002,1494839.8900000001,1318458.47,1206416.0,1600707.0,2
General Fund,Police/FICA Tax Exp-Police Sep Allow,Police Separation Allowance,,,,0.0,443794.09,446064.52,628863.0,564000.0,3
General Fund,Police/FICA Tax Exp-Police Sep Allow,FICA Tax Expense,,,,0.0,22265.93,25660.68,36446.0,43146.0,3
General Fund,Police/FICA Tax Exp-Police Sep Allow Total,,,,,0.0,466060.02,471725.2,665309.0,607146.0,2
General Fund,Human Resources/Human Resources Administration,Contracted Services,,,,19145.18,42690.97,37929.17,99210.0,55000.0,3
General Fund,Human Resources/Human Resources Administration,Licenses Taxes & Fees,,,,0.0,0.0,0.0,14938.0,0.0,3
General Fund,Human Resources/Human Resources Administration,Rental/Lease,,,,0.0,1280.99,4231.1,9765.0,4900.0,3
General Fund,Human Resources/Human Resources Administration,Services - Advertising,,,,53606.3,50879.09,19571.99,59604.0,55000.0,3
General Fund,Human Resources/Human Resources Administration,All Other Expenses,,,,24357.6,22471.25,19476.549999999996,33813.0,26127.0,3
General Fund,Human Resources/Human Resources Administration,Employer - 401(K),,,,29930.48,24345.87,23904.65,31416.0,35560.0,3
General Fund,Human Resources/Human Resources Administration,City- Wide Activities,,,,10341.13,8022.99,8213.52,10078.0,9400.0,3
General Fund,Human Resources/Human Resources Administration,Compensation - Full Time Reg,,,,641358.38,486957.3,473314.87,622137.0,710152.0,3
General Fund,Human Resources/Human Resources Administration,Compensation - Temp/Seasonal,,,,31833.2,15338.27,26596.68,9465.0,11350.0,3
General Fund,Human Resources/Human Resources Administration,Legal Serv - Civil Service,,,,937.5,16775.62,625.0,27000.0,20000.0,3
General Fund,Human Resources/Human Resources Administration,Group Insurance Expense,,,,77733.0,111556.0,116556.0,104156.0,111552.0,3
General Fund,Human Resources/Human Resources Administration,OPEB Pension Contributions,,,,0.0,0.0,0.0,0.0,9465.0,3
General Fund,Human Resources/Human Resources Administration,Tuition Reimbursement,,,,40197.67,35341.58,25482.77,32884.0,39280.0,3
General Fund,Human Resources/Human Resources Administration,FICA Tax Expense,,,,47789.56,38203.17,36855.33,48145.0,55276.0,3
General Fund,Human Resources/Human Resources Administration,Supplies - Other,,,,24665.28,18525.63,13254.8,20296.0,17500.0,3
General Fund,Human Resources/Human Resources Administration,Employer - LGERS,,,,29026.39,31305.83,32892.77,43216.0,50282.0,3
General Fund,Human Resources/Human Resources Administration,Dues & Subscriptions,,,,7787.11,8510.57,9643.58,5750.0,8000.0,3
General Fund,Human Resources/Human Resources Administration,Training,,,,9161.62,15134.84,9467.76,24625.0,17000.0,3
General Fund,Human Resources/Human Resources Administration Total,,,,,1047870.4,927339.9699999999,858016.5400000002,1196498.0,1235844.0,2
General Fund,Parks Rec & Cultural Arts/Business Services Division,Group Insurance Expense,,,,53746.0,80321.0,80321.0,61516.0,37184.0,3
General Fund,Parks Rec & Cultural Arts/Business Services Division,Services - Postage,,,,5170.65,2878.51,3280.59,8000.0,3000.0,3
General Fund,Parks Rec & Cultural Arts/Business Services Division,Rental/Lease,,,,4441.28,5491.23,5691.55,8633.0,6500.0,3
General Fund,Parks Rec & Cultural Arts/Business Services Division,Contracted Services,,,,13047.0,11092.85,6125.26,9012.0,83500.0,3
General Fund,Parks Rec & Cultural Arts/Business Services Division,Water and Sewer,,,,0.0,0.0,136811.71,152452.0,192452.0,3
General Fund,Parks Rec & Cultural Arts/Business Services Division,Services - Outside Printing,,,,5849.16,8513.0,2206.52,2800.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Business Services Division,Electricity,,,,0.0,274666.3,271926.89,277766.0,280000.0,3
General Fund,Parks Rec & Cultural Arts/Business Services Division,Employer - 401(K),,,,15851.11,17572.2,12473.56,14368.0,6590.0,3
General Fund,Parks Rec & Cultural Arts/Business Services Division,Workers Compensation,,,,125057.0,125401.0,125401.0,127869.0,119001.0,3
General Fund,Parks Rec & Cultural Arts/Business Services Division,FICA Tax Expense,,,,23897.87,27036.29,18546.1,21984.0,10083.0,3
General Fund,Parks Rec & Cultural Arts/Business Services Division,Unemployment,,,,0.0,0.0,0.0,0.0,15366.0,3
General Fund,Parks Rec & Cultural Arts/Business Services Division,Employer - LGERS,,,,15510.23,22404.5,17163.91,19765.0,9319.0,3
General Fund,Parks Rec & Cultural Arts/Business Services Division,All Other Expenses,,,,9359.13,8889.23,10071.480000000001,13654.0,22093.0,3
General Fund,Parks Rec & Cultural Arts/Business Services Division,Natural Gas,,,,0.0,54836.16,32351.85,55000.0,55000.0,3
General Fund,Parks Rec & Cultural Arts/Business Services Division,Compensation - Temp/Seasonal,,,,8353.86,10682.24,5090.68,26200.0,0.0,3
General Fund,Parks Rec & Cultural Arts/Business Services Division,Compensation - Full Time Reg,,,,302133.39,352702.89,250131.06,258209.0,131806.0,3
General Fund,Parks Rec & Cultural Arts/Business Services Division,OPEB Pension Contributions,,,,0.0,0.0,0.0,0.0,58779.0,3
